Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
694,,,,,,,,,,,,,,,,,,-36.22,,,-36.96,,
693,,,,,,,,,,,,,,,,,,-35.73,,,-35.49,,
692,,,,,,,,,,,,,,,,,,-35.09,,,-34.43,,
691,,,,,,,,,,,,,,,,,,-34.47,,,-34.39,,
690,,,,,,,,,,,,,,,,,,-34.07,,,-35.19,,
689,,,,,,,,,,,,,,,,,,-35.18,,,-37.94,,
688,,,,,,,,,,,,,,,,,,-36.36,,,-36.11,,
687,,,,,,,,,,,,,,,,,,-36.18,,,-34.02,,
686,,,,,,,,,,,,,,,,,,-34.2,,,-34.21,,
685,,,,,,,,,,,,,,,,,,-34.9,,,-35.64,,
684,,,,,,,,,,,,,,,,,,-34.84,,,-33.75,,
683,,,,,,,,,,,,,,,,,,-34.88,,,-36.88,,
682,,,,,,,,,,,,,,,,,,-37.7,,,-37.81,,
681,,,,,,,,,,,,,,,,,,-34.6,,,-33.83,,
680,,,,,,,,,,,,,,,,,,-34.6,,,-34.81,,
679,,,,,,,,,,,,,,,,,,-37.64,,,-35.96,,
678,,,,,,,,,,,,,,,,,,-37.06,,,-36.26,,
677,,,,,,,,,,,,,,,,,,-35.37,,,-36.62,,
676,,,,,,,,,,,,,,,,,,-36.93,,,-36.64,,
675,,,,,,,,,,,,,,,,,,-37.19,,,-36.13,,
674,,,,,,,,,,,,,,,,,,-36.94,,,-36.53,,
673,,,,,,,,,,,,,,,,,,-34.88,,,-36.38,,
672,,,,,,,,,,,,,,,,,,-34.79,,,-32.92,,
671,,,,,,,,,,,,,,,,,,-35.21,,,-34.39,,
670,,,,,,,,,,,,,,,,,,-34.59,,,-34.76,,
669,,,,,,,,,,,,,,,,,,-34.27,,,-34.82,,
668,,,,,,,,,,,,,,,,,,-34.93,,,-35.26,,
667,,,,,,,,,,,,,,,,,,-36.37,,,-33.2,,
666,,,,,,,,,,,,,,,,,,-34.89,,,-34.66,,
665,,,,,,,,,,,,,,,,,,-32.86,,,-36.48,,
664,,,,,,,,,,,,,,,,,,-33.87,,,-34.55,,
663,,,,,,,,,,,,,,,,,,-36.06,,,-34.87,,
662,,,,,,,,,,,,,,,,,,-34.24,,,-36.9,,
661,,,,,,,,,,,,,,,,,,-33.83,,,-36.37,,
660,,,,,,,,,,,,,,,,,,-32.94,,,-33.05,,
659,,,,,,,,,,,,,,,,,,-34.6,,,-34.9,,
658,,,,,,,,,,,,,,,,,,-34.45,,,-36.28,,
657,,,,,,,,,,,,,,,,,,-33.62,,,-33.79,,
656,,,,,,,,,,,,,,,,,,-34.78,,,-33.35,,
655,,,,,,,,,,,,,,,,,,-35.9,,,-34.29,,
654,,,,,,,,,,,,,,,,,,-34.84,,,-34.41,,
653,,,,,,,,,,,,,,,,,,-34.71,,,-35.77,,
652,,,,,,,,,,,,,,,,,,-34.47,,,-33.73,,
651,,,,,,,,,,,,,,,,,,-35.19,,,-35.45,,
650,,,,,,,,,,,,,,,,,,-33.85,,,-37.25,,
649,,,,,,,,,,,,,,,,,,-35.7,,,-35.58,,
648,,,,,,,,,,,,,,,,,,-36.96,,,-36.01,,
647,,,,,,,,,,,,,,,,,,-36.61,,,-35.02,,
646,,,,,,,,,,,,,,,,,,-33.91,,,-35.65,,
645,,,,,,,,,,,,,,,,,,-33.93,,,-35.91,,
644,,,,,,,,,,,,,,,,,,-34.69,,,-34.69,,
643,,,,,,,,,,,,,,,,,,-35.38,,,-36.05,,
642,,,,,,,,,,,,,,,,,,-35,,,-33.88,,
641,,,,,,,,,,,,,,,,,,-33.81,,,-35.26,,
640,,,,,,,,,,,,,,,,,,-32.8,,,-36.78,,
639,,,,,,,,,,,,,,,,,,-33.64,,,-33.81,,
638,,,,,,,,,,,,,,,,,,-36.11,,,-33.46,,
637,,,,,,,,,,,,,,,,,,-36.61,,,-34.76,,
636,,,,,,,,,,,,,,,,,,-36.36,,,-35.43,,
635,,,,,,,,,,,,,,,,,,-35.73,,,-34.63,,
634,,,,,,,,,,,,,,,,,,-35.38,,,-34.25,,
633,,,,,,,,,,,,,,,,,,-36.48,,,-33.93,,
632,,,,,,,,,,,,,,,,,,-34.69,,,-35.05,,
631,,,,,,,,,,,,,,,,,,-35.89,,,-33.44,,
630,,,,,,,,,,,,,,,,,,-35.44,,,-34.21,,
629,,,,,,,,,,,,,,,,,,-33.79,,,-35.06,,
628,,,,,,,,,,,,,,,,,,-35.64,,,-35.88,,
627,,,,,,,,,,,,,,,,,,-37.15,,,-37.52,,
626,,,,,,,,,,,,,,,,,,-35.28,,,-35.36,,
625,,,,,,,,,,,,,,,,,,-34.98,,,-35.9,,
624,,,,,,,,,,,,,,,,,,-34.82,,,-35.61,,
623,,,,,,,,,,,,,,,,,,-35.26,,,-36.27,,
622,,,,,,,,,,,,,,,,,,-35.75,,,-35.96,,
621,,,,,,,,,,,,,,,,,,-35.5,,,-35.94,,
620,,,,,,,,,,,,,,,,,,-35.25,,,-35.29,,
619,,,,,,,,,,,,,,,,,,-35.19,,,-35.91,,
618,,,,,,,,,,,,,,,,,,-34.08,,,-35.28,,
617,,,,,,,,,,,,,,,,,,-33.96,,,-35.99,,
616,,,,,,,,,,,,,,,,,,-36.8,,,-35.92,,
615,,,,,,,,,,,,,,,,,,-37.04,,,-34.41,,
614,,,,,,,,,,,,,,,,,,-35.1,,,-34.1,,
613,,,,,,,,,,,,,,,,,,-33.72,,,-35.6,,
612,,,,,,,,,,,,,,,,,,-35.55,,,-35.95,,
611,,,,,,,,,,,,,,,,,,-35.57,,,-36.48,,
610,,,,,,,,,,,,,,,,,,-34.79,,,-35.14,,
609,,,,,,,,,,,,,,,,,,-34.87,,,-33.9,,
608,,,,,,,,,,,,,,,,,,-35.5,,,-34.27,,
607,,,,,,,,,,,,,,,,,,-36.66,,,-35.63,,
606,,,,,,,,,,,,,,,,,,-34.17,,,-36.27,,
605,,,,,,,,,,,,,,,,,,-34.68,,,-34.55,,
604,,,,,,,,,,,,,,,,,,-35.42,,,-35.36,,
603,,,,,,,,,,,,,,,,,,-34.67,,,-35.69,,
602,,,,,,,,,,,,,,,,,,-35.55,,,-34.46,,
601,,,,,,,,,,,,,,,,,,-35.48,,,-33.4,,
600,,,,,,,,,,,,,,,,,,-36.8,,,-34.69,,
599,,,,,,,,,,,,,,,,,,-35.65,,,-35.02,,
598,,,,,,,,,,,,,,,,,,-34.43,,,-36.25,,
597,,,,,,,,,,,,,,,,,,-34.56,,,-37.27,,
596,,,,,,,,,,,,,,,,,,-34.23,,,-36.12,,
595,,,,,,,,,,,,,,,,,,-35.54,,,-34.6,,
594,,,,,,,,,,,,,,,,,,-35.5,,,-35.64,,
593,,,,,,,,,,,,,,,,,,-34.29,,,-35.98,,
592,,,,,,,,,,,,,,,,,,-33.68,,,-35.27,,
591,,,,,,,,,,,,,,,,,,-35.86,,,-32.75,,
590,,,,,,,,,,,,,,,,,,-35.83,,,-35.56,,
589,,,,,,,,,,,,,,,,,,-35.13,,,-36.98,,
588,,,,,,,,,,,,,,,,,,-35,,,-36.52,,
587,,,,,,,,,,,,,,,,,,-35.12,,,-37.23,,
586,,,,,,,,,,,,,,,,,,-35.63,,,-35.79,,
585,,,,,,,,,,,,,,,,,,-35.88,,,-34.41,,
584,,,,,,,,,,,,,,,,,,-36.57,,,-34.57,,
583,,,,,,,,,,,,,,,,,,-35.26,,,-35.61,,
582,,,,,,,,,,,,,,,,,,-34.23,,,-35.82,,
581,,,,,,,,,,,,,,,,,,-34.84,,,-34.91,,
580,,,,,,,,,,,,,,,,,,-34.95,,,-36.2,,
579,,,,,,,,,,,,,,,,,,-34.78,,,-32.73,,
578,,,,,,,,,,,,,,,,,,-34.21,,,-34.62,,
577,,,,,,,,,,,,,,,,,,-35.94,,,-34.63,,
576,,,,,,,,,,,,,,,,,,-36.79,,,-34.15,,
575,,,,,,,,,,,,,,,,,,-36.63,,,-36.27,,
574,,,,,,,,,,,,,,,,,,-35.04,,,-37.76,,
573,,,,,,,,,,,,,,,,,,-33.48,,,-36.56,,
572,,,,,,,,,,,,,,,,,,-32.9,,,-36.05,,
571,,,,,,,,,,,,,,,,,,-34.45,,,-35.83,,
570,,,,,,,,,,,,,,,,,,-36.6,,,-36.62,,
569,,,,,,,,,,,,,,,,,,-35.35,,,-36.07,,
568,,,,,,,,,,,,,,,,,,-35.67,,,-35.55,,
567,,,,,,,,,,,,,,,,,,-35.11,,,-34.5,,
566,,,,,,,,,,,,,,,,,,-35.82,,,-34.75,,
565,,,,,,,,,,,,,,,,,,-38.42,,,-38.32,,
564,,,,,,,,,,,,,,,,,,-37.01,,,-36.37,,
563,,,,,,,,,,,,,,,,,,-35.5,,,-33.68,,
562,,,,,,,,,,,,,,,,,,-34.32,,,-34.29,,
561,,,,,,,,,,,,,,,,,,-34.03,,,-34.42,,
560,,,,,,,,,,,,,,,,,,-34.56,,,-34.06,,
559,,,,,,,,,,,,,,,,,,-34.99,,,-34.54,,
558,,,,,,,,,,,,,,,,,,-33.19,,,-36.09,,
557,,,,,,,,,,,,,,,,,,-33.55,,,-32.96,,
556,,,,,,,,,,,,,,,,,,-34.43,,,-32.58,,
555,,,,,,,,,,,,,,,,,,-34.03,,,-34.28,,
554,,,,,,,,,,,,,,,,,,-34.58,,,-34.57,,
553,,,,,,,,,,,,,,,,,,-34.43,,,-34.41,,
552,,,,,,,,,,,,,,,,,,-34.87,,,-34.13,,
551,,,,,,,,,,,,,,,,,,-35.59,,,-35.15,,
550,,,,,,,,,,,,,,,,,,-32.85,,,-35.14,,
549,,,,,,,,,,,,,,,,,,-30.72,,,,,
548,,,,,,,,,,,,,,,,,,-32.56,,,,,
547,,,,,,,,,,,,,,,,,,-35.5,,,,,
546,,,,,,,,,,,,,,,,,,-36.1,,,,,
545,,,,,,,,,,,,,,,,,,-34.53,,,,,
544,,,,,,,,,,,,,,,,,,-34.78,,,,,
543,,,,,,,,,,,,,,,,,,-34.07,,,,,
542,,,,,,,,,,,,,,,,,,-35.39,,,,,
541,,,,,,,,,,,,,,,,,,-36.04,,,,,
540,,,,,,,,,,,,,,,,,,-36.53,,,,,
539,,,,,,,,,,,,,,,,,,-36.24,,,,,
538,,,,,,,,,,,,,,,,,,-36.77,,,,,
537,,,,,,,,,,,,,,,,,,-35.6,,,,,
536,,,,,,,,,,,,,,,,,,-34.51,,,,,
535,,,,,,,,,,,,,,,,,,-34.69,,,,,
534,,,,,,,,,,,,,,,,,,-35,,,,,
533,,,,,,,,,,,,,,,,,,-36.44,,,,,
532,,,,,,,,,,,,,,,,,,-36.97,,,,,
531,,,,,,,,,,,,,,,,,,-37.42,,,,,
530,,,,,,,,,,,,,,,,,,-38.05,,,,,
529,,,,,,,,,,,,,,,,,,-35.9,,,,,
528,,,,,,,,,,,,,,,,,,-35.18,,,,,
527,,,,,,,,,,,,,,,,,,-36,,,,,
526,,,,,,,,,,,,,,,,,,-34.88,,,,,
525,,,,,,,,,,,,,,,,,,-35.16,,,,,
524,,,,,,,,,,,,,,,,,,-35.09,,,,,
523,,,,,,,,,,,,,,,,,,-36.08,,,,,
522,,,,,,,,,,,,,,,,,,-36.35,,,,,
521,,,,,,,,,,,,,,,,,,-35.5,,,,,
520,,,,,,,,,,,,,,,,,,-34.35,,,,,
519,,,,,,,,,,,,,,,,,,-33.18,,,,,
518,,,,,,,,,,,,,,,,,,-34.14,,,,,
517,,,,,,,,,,,,,,,,,,-34.56,,,,,
516,,,,,,,,,,,,,,,,,,-33.92,,,,,
515,,,,,,,,,,,,,,,,,,-33.1,,,,,
514,,,,,,,,,,,,,,,,,,-35.12,,,,,
513,,,,,,,,,,,,,,,,,,-35.93,,,,,
512,,,,,,,,,,,,,,,,,,-36.96,,,,,
511,,,,,,,,,,,,,,,,,,-35.96,,,,,
510,,,,,,,,,,,,,,,,,,-35.44,,,,,
509,,,,,,,,,,,,,,,,,,-36.19,,,,,
508,,,,,,,,,,,,,,,,,,-35.02,,,,,
507,,,,,,,,,,,,,,,,,,-34.32,,,,,
506,,,,,,,,,,,,,,,,,,-36.25,,,,,
505,,,,,,,,,,,,,,,,,,-36.75,,,,,
504,,,,,,,,,,,,,,,,,,-35.86,,,,,
503,,,,,,,,,,,,,,,,,,-35.68,,,,,
502,,,,,,,,,,,,,,,,,,-36.18,,,,,
501,,,,,,,,,,,,,,,,,,-36,,,,,
500,,,,,,,,,,,,,,,,,,-36.08,,,,,
499,,,,,,,,,,,,,,,,,,-35.71,,,,,
498,,,,,,,,,,,,,,,,,,-36.09,,,,,
497,,,,,,,,,,,,,,,,,,-35.74,,,,,
496,,,,,,,,,,,,,,,,,,-34.99,,,,,
495,,,,,,,,,,,,,,,,,,-34.54,,,,,
494,,,,,,,,,,,,,,,,,,-34.1,,,,,
493,,,,,,,,,,,,,,,,,,-35.13,,,,,
492,,,,,,,,,,,,,,,,,,-36.02,,,,,
491,,,,,,,,,,,,,,,,,,-37.11,,,,,
490,,,,,,,,,,,,,,,,,,-34.83,,,,,
489,,,,,,,,,,,,,,,,,,-35.49,,,,,
488,,,,,,,,,,,,,,,,,,-37.4,,,,,
487,,,,,,,,,,,,,,,,,,-36.54,,,,,
486,,,,,,,,,,,,,,,,,,-35.46,,,,,
485,,,,,,,,,,,,,,,,,,-36.83,,,,,
484,,,,,,,,,,,,,,,,,,-35.91,,,,,
483,,,,,,,,,,,,,,,,,,-34.92,,,,,
482,,,,,,,,,,,,,,,,,,-35.6,,,,,
481,,,,,,,,,,,,,,,,,,-37.49,,,,,
480,,,,,,,,,,,,,,,,,,-36.61,,,,,
479,,,,,,,,,,,,,,,,,,-36.19,,,,,
478,,,,,,,,,,,,,,,,,,-34.32,,,,,
477,,,,,,,,,,,,,,,,,,-34.88,,,,,
476,,,,,,,,,,,,,,,,,,-36,,,,,
475,,,,,,,,,,,,,,,,,,-36.12,,,,,
474,,,,,,,,,,,,,,,,,,-36.49,,,,,
473,,,,,,,,,,,,,,,,,,-37.22,,,,,
472,,,,,,,,,,,,,,,,,,-36.73,,,,,
471,,,,,,,,,,,,,,,,,,-36.57,,,,,
470,,,,,,,,,,,,,,,,,,-35.24,,,,,
469,,,,,,,,,,,,,,,,,,-35.5,,,,,
468,,,,,,,,,,,,,,,,,,-35.39,,,,,
467,,,,,,,,,,,,,,,,,,-35.38,,,,,
466,,,,,,,,,,,,,,,,,,-33.12,,,,,
465,,,,,,,,,,,,,,,,,,-33.61,,,,,
464,,,,,,,,,,,,,,,,,,-34.37,,,,,
463,,,,,,,,,,,,,,,,,,-35.52,,,,,
462,,,,,,,,,,,,,,,,,,-34.58,,,,,
461,,,,,,,,,,,,,,,,,,-36.91,,,,,
460,,,,,,,,,,,,,,,,,,-35.24,,,,,
459,,,,,,,,,,,,,,,,,,-34.87,,,,,
458,,,,,,,,,,,,,,,,,,-35.99,,,,,
457,,,,,,,,,,,,,,,,,,-35.16,,,,,
456,,,,,,,,,,,,,,,,,,-35.59,,,,,
455,,,,,,,,,,,,,,,,,,-35.26,,,,,
454,,,,,,,,,,,,,,,,,,-33.5,,,,,
453,,,,,,,,,,,,,,,,,,-33.87,,,,,
452,,,,,,,,,,,,,,,,,,-35.5,,,,,
451,,,,,,,,,,,,,,,,,,-35.19,,,,,
450,,,,,,,,,,,,,,,,,,-34.69,,,,,
449,,,,,,,,,,,,,,,,,,-35.48,,,,,
448,,,,,,,,,,,,,,,,,,-35.8,,,,,
447,,,,,,,,,,,,,,,,,,-35,,,,,
446,,,,,,,,,,,,,,,,,,-34.45,,,,,
445,,,,,,,,,,,,,,,,,,-34.73,,,,,
444,,,,,,,,,,,,,,,,,,-36.16,,,,,
443,,,,,,,,,,,,,,,,,,-36.91,,,,,
442,,,,,,,,,,,,,,,,,,-36.63,,,,,
441,,,,,,,,,,,,,,,,,,-35.81,,,,,
440,,,,,,,,,,,,,,,,,,-36.5,,,,,
439,,,,,,,,,,,,,,,,,,-36.92,,,,,
438,,,,,,,,,,,,,,,,,,-36.26,,,,,
437,,,,,,,,,,,,,,,,,,-34.48,,,,,
436,,,,,,,,,,,,,,,,,,-35.42,,,,,
435,,,,,,,,,,,,,,,,,,-35.62,,,,,
434,,,,,,,,,,,,,,,,,,-36.18,,,,,
433,,,,,,,,,,,,,,,,,,-36.27,,,,,
432,,,,,,,,,,,,,,,,,,-35.12,,,,,
431,,,,,,,,,,,,,,,,,,-35.35,,,,,
430,,,,,,,,,,,,,,,,,,-35.62,,,,,
429,,,,,,,,,,,,,,,,,,-35.81,,,,,
428,,,,,,,,,,,,,,,,,,-36.08,,,,,
427,,,,,,,,,,,,,,,,,,-35.71,,,,,
426,,,,,,,,,,,,,,,,,,-37.49,,,,,
425,,,,,,,,,,,,,,,,,,-37.46,,,,,
424,,,,,,,,,,,,,,,,,,-36.41,,,,,
423,,,,,,,,,,,,,,,,,,-34.63,,,,,
422,,,,,,,,,,,,,,,,,,-35.33,,,,,
421,,,,,,,,,,,,,,,,,,-34.84,,,,,
420,,,,,,,,,,,,,,,,,,-35.44,,,,,
419,,,,,,,,,,,,,,,,,,-35.2,,,,,
418,,,,,,,,,,,,,,,,,,-34.45,,,,,
417,,,,,,,,,,,,,,,,,,-34.13,,,,,
416,,,,,,,,,,,,,,,,,,-34.08,,,,,
415,,,,,,,,,,,,,,,,,,-33.89,,,,,
414,,,,,,,,,,,,,,,,,,-35.79,,,,,
413,,,,,,,,,,,,,,,,,,-34.65,,,,,
412,,,,,,,,,,,,,,,,,,-33.18,,,,,
411,,,,,,,,,,,,,,,,,,-33.82,,,,,
410,,,,,,,,,,,,,,,,,,-34.34,,,,,
409,,,,,,,,,,,,,,,,,,-33.57,,,,,
408,,,,,,,,,,,,,,,,,,-34,,,,,
407,,,,,,,,,,,,,,,,,,-34.56,,,,,
406,,,,,,,,,,,,,,,,,,-34.25,,,,,
405,,,,,,,,,,,,,,,,,,-35.4,,,,,
404,,,,,,,,,,,,,,,,,,-34.93,,,,,
403,,,,,,,,,,,,,,,,,,-35.75,,,,,
402,,,,,,,,,,,,,,,,,,-34.97,,,,,
401,,,,,,,,,,,,,,,,,,-33.87,,,,,
400,,,,,,,,,,,,,,,,,,-34.77,,,,,
399,,,,,,,,,,,,,,,,,,-34.74,,,,,
398,,,,,,,,,,,,,,,,,,-35.7,,,,,
397,,,,,,,,,,,,,,,,,,-36.63,,,,,
396,,,,,,,,,,,,,,,,,,-36.52,,,,,
395,,,,,,,,,,,,,,,,,,-36.31,,,,,
394,,,,,,,,,,,,,,,,,,-34.69,,,,,
393,,,,,,,,,,,,,,,,,,-33.07,,,,,
392,,,,,,,,,,,,,,,,,,-34.59,,,,,
391,,,,,,,,,,,,,,,,,,-34.95,,,,,
390,,,,,,,,,,,,,,,,,,-34.55,,,,,
389,,,,,,,,,,,,,,,,,,-34.56,,,,,
388,,,,,,,,,,,,,,,,,,-34.91,,,,,
387,,,,,,,,,,,,,,,,,,-34.4,,,,,
386,,,,,,,,,,,,,,,,,,-34.06,,,,,
385,,,,,,,,,,,,,,,,,,-33.41,,,,,
384,,,,,,,,,,,,,,,,,,-34.31,,,,,
383,,,,,,,,,,,,,,,,,,-35.34,,,,,
382,,,,,,,,,,,,,,,,,,-34.12,,,,,
381,,,,,,,,,,,,,,,,,,-33.72,,,,,
380,,,,,,,,,,,,,,,,,,-32.82,,,,,
379,,,,,,,,,,,,,,,,,,-34.03,,,,,
378,,,,,,,,,,,,,,,,,,-35.33,,,,,
377,,,,,,,,,,,,,,,,,,-35.41,,,,,
376,,,,,,,,,,,,,,,,,,-34.52,,,,,
375,,,,,,,,,,,,,,,,,,-34.63,,,,,
374,,,,,,,,,,,,,,,,,,-35.19,,,,,
373,,,,,,,,,,,,,,,,,,-34.27,,,,,
372,,,,,,,,,,,,,,,,,,-32.69,,,,,
371,,,,,,,,,,,,,,,,,,-35.72,,,,,
370,,,,,,,,,,,,,,,,,,-35.27,,,,,
369,,,,,,,,,,,,,,,,,,-34.85,,,,,
368,,,,,,,,,,,,,,,,,,-35.01,,,,,
367,,,,,,,,,,,,,,,,,,-37.39,,,,,
366,,,,,,,,,,,,,,,,,,-35.29,,,,,
365,,,,,,,,,,,,,,,,,,-36.13,,,,,
364,,,,,,,,,,,,,,,,,,-36.72,,,,,
363,,,,,,,,,,,,,,,,,,-36.41,,,,,
362,,,,,,,,,,,,,,,,,,-35.45,,,,,
361,,,,,,,,,,,,,,,,,,-35.75,,,,,
360,,,,,,,,,,,,,,,,,,-34.73,,,,,
359,,,,,,,,,,,,,,,,,,-36.2,,,,,
358,,,,,,,,,,,,,,,,,,-37.11,,,,,
357,,,,,,,,,,,,,,,,,,-35.88,,,,,
356,,,,,,,,,,,,,,,,,,-35.43,,,,,
355,,,,,,,,,,,,,,,,,,-34.39,,,,,
354,,,,,,,,,,,,,,,,,,-34.21,,,,,
353,,,,,,,,,,,,,,,,,,-34.79,,,,,
352,,,,,,,,,,,,,,,,,,-35.72,,,,,
351,,,,,,,,,,,,,,,,,,-36.37,,,,,
350,,,,,,,,,,,,,,,,,,-36.1,,,,,
349,,,,,,,,,,,,,,,,,,-35.74,,,,,
348,,,,,,,,,,,,,,,,,,-34.71,,,,,
347,,,,,,,,,,,,,,,,,,-36.46,,,,,
346,,,,,,,,,,,,,,,,,,-36.66,,,,,
345,,,,,,,,,,,,,,,,,,-36.16,,,,,
344,,,,,,,,,,,,,,,,,,-35.52,,,,,
343,,,,,,,,,,,,,,,,,,-35.95,,,,,
342,,,,,,,,,,,,,,,,,,-35.92,,,,,
341,,,,,,,,,,,,,,,,,,-36.36,,,,,
340,,,,,,,,,,,,,,,,,,-37.44,,,,,
339,,,,,,,,,,,,,,,,,,-36.21,,,,,
338,,,,,,,,,,,,,,,,,,-34.81,,,,,
337,,,,,,,,,,,,,,,,,,-35.56,,,,,
336,,,,,,,,,,,,,,,,,,-36.17,,,,,
335,,,,,,,,,,,,,,,,,,-35.97,,,,,
334,,,,,,,,,,,,,,,,,,-36.26,,,,,
333,,,,,,,,,,,,,,,,,,-34.96,,,,,
332,,,,,,,,,,,,,,,,,,-34.68,,,,,
331,,,,,,,,,,,,,,,,,,-33.98,,,,,
330,,,,,,,,,,,,,,,,,,-35.42,,,,,
329,,,,,,,,,,,,,,,,,,-36.08,,,,,
328,,,,,,,,,,,,,,,,,,-36.93,,,,,
327,,,,,,,,,,,,,,,,,,-35.39,,,,,
326,,,,,,,,,,,,,,,,,,-35.41,,,,,
325,,,,,,,,,,,,,,,,,,-35.56,,,,,
324,,,,,,,,,,,,,,,,,,-34.33,,,,,
323,,,,,,,,,,,,,,,,,,-35.22,,,,,
322,,,,,,,,,,,,,,,,,,-36.13,,,,,
321,,,,,,,,,,,,,,,,,,-35.71,,,,,
320,,,,,,,,,,,,,,,,,,-35.12,,,,,
319,,,,,,,,,,,,,,,,,,-34.85,,,,,
318,,,,,,,,,,,,,,,,,,-36.28,,,,,
317,,,,,,,,,,,,,,,,,,-36.6,,,,,
316,,,,,,,,,,,,,,,,,,-35.3,,,,,
315,,,,,,,,,,,,,,,,,,-36.29,,,,,
314,,,,,,,,,,,,,,,,,,-36.3,,,,,
313,,,,,,,,,,,,,,,,,,-35.64,,,,,
312,,,,,,,,,,,,,,,,,,-35.56,,,,,
311,,,,,,,,,,,,,,,,,,-34.89,,,,,
310,,,,,,,,,,,,,,,,,,-33.64,,,,,
309,,,,,,,,,,,,,,,,,,-33.25,,,,,
308,,,,,,,,,,,,,,,,,,-34.42,,,,,
307,,,,,,,,,,,,,,,,,,-35.93,,,,,
306,,,,,,,,,,,,,,,,,,-35.94,,,,,
305,,,,,,,,,,,,,,,,,,-35.47,,,,,
304,,,,,,,,,,,,,,,,,,-37.26,,,,,
303,,,,,,,,,,,,,,,,,,-35.02,,,,,
302,,,,,,,,,,,,,,,,,,-33.74,,,,,
301,,,,,,,,,,,,,,,,,,-34.53,,,,,
300,,,,,,,,,,,,,,,,,,-35.47,,,,,
299,,,,,,,,,,,,,,,,,,-35.8,,,,,
298,,,,,,,,,,,,,,,,,,-35.47,,,,,
297,,,,,,,,,,,,,,,,,,-35.58,,,,,
296,,,,,,,,,,,,,,,,,,-35.18,,,,,
295,,,,,,,,,,,,,,,,,,-36.78,,,,,
294,,,,,,,,,,,,,,,,,,-37.43,,,,,
293,,,,,,,,,,,,,,,,,,-36.91,,,,,
292,,,,,,,,,,,,,,,,,,-35.59,,,,,
291,,,,,,,,,,,,,,,,,,-35.09,,,,,
290,,,,,,,,,,,,,,,,,,-35.85,,,,,
289,,,,,,,,,,,,,,,,,,-36.07,,,,,
288,,,,,,,,,,,,,,,,,,-35.69,,,,,
287,,,,,,,,,,,,,,,,,,-36.27,,,,,
286,,,,,,,,,,,,,,,,,,-35.42,,,,,
285,,,,,,,,,,,,,,,,,,-36.88,,,,,
284,,,,,,,,,,,,,,,,,,-34.83,,,,,
283,,,,,,,,,,,,,,,,,,-34.76,,,,,
282,,,,,,,,,,,,,,,,,,-34.96,,,,,
281,,,,,,,,,,,,,,,,,,-35.13,,,,,
280,,,,,,,,,,,,,,,,,,-36.7,,,,,
279,,,,,,,,,,,,,,,,,,-34.66,,,,,
278,,,,,,,,,,,,,,,,,,-36.14,,,,,
277,,,,,,,,,,,,,,,,,,-35.14,,,,,
276,,,,,,,,,,,,,,,,,,-34.98,,,,,
275,,,,,,,,,,,,,,,,,,-34.65,,,,,
274,,,,,,,,,,,,,,,,,,-35.62,,,,,
273,,,,,,,,,,,,,,,,,,-35.01,,,,,
272,,,,,,,,,,,,,,,,,,-34.63,,,,,
271,,,,,,,,,,,,,,,,,,-35,,,,,
270,,,,,,,,,,,,,,,,,,-33.88,,,,,
269,,,,,,,,,,,,,,,,,,-33.87,,,,,
268,,,,,,,,,,,,,,,,,,-33.23,,,,,
267,,,,,,,,,,,,,,,,,,-33.86,,,,,
266,,,,,,,,,,,,,,,,,,-33.77,,,,,
265,,,,,,,,,,,,,,,,,,-36.05,,,,,
264,,,,,,,,,,,,,,,,,,-36.96,,,,,
263,,,,,,,,,,,,,,,,,,-34.73,,,,,
262,,,,,,,,,,,,,,,,,,-35.69,,,,,
261,,,,,,,,,,,,,,,,,,-36.01,,,,,
260,,,,,,,,,,,,,,,,,,-35.89,,,,,
259,,,,,,,,,,,,,,,,,,-36.39,,,,,
258,,,,,,,,,,,,,,,,,,-37.79,,,,,
257,,,,,,,,,,,,,,,,,,-35.93,,,,,
256,,,,,,,,,,,,,,,,,,-32.87,,,,,
255,,,,,,,,,,,,,,,,,,-34.34,,,,,
254,,,,,,,,,,,,,,,,,,-33.97,,,,,
253,,,,,,,,,,,,,,,,,,-34.64,,,,,
252,,,,,,,,,,,,,,,,,,-35.38,,,,,
251,,,,,,,,,,,,,,,,,,-36.24,,,,,
250,,,,,,,,,,,,,,,,,,-35.06,,,,,
249,,,,,,,,,,,,,,,,,,-34.24,,,,,
248,,,,,,,,,,,,,,,,,,-34.26,,,,,
247,,,,,,,,,,,,,,,,,,-36.33,,,,,
246,,,,,,,,,,,,,,,,,,-36.79,,,,,
245,,,,,,,,,,,,,,,,,,-35.82,,,,,
244,,,,,,,,,,,,,,,,,,-37.52,,,,,
243,,,,,,,,,,,,,,,,,,-35.64,,,,,
242,,,,,,,,,,,,,,,,,,-35.11,,,,,
241,,,,,,,,,,,,,,,,,,-35.82,,,,,
240,,,,,,,,,,,,,,,,,,-37.75,,,,,
239,,,,,,,,,,,,,,,,,,-36.82,,,,,
238,,,,,,,,,,,,,,,,,,-34.51,,,,,
237,,,,,,,,,,,,,,,,,,-34.15,,,,,
236,,,,,,,,,,,,,,,,,,-36.38,,,,,
