Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
1890,-36.35156364,-35.49592857,-33.0716,-35.4284,-37.3733,-33.8745,-32.0352,-33.1933,-34.3388,,-35.47221818,-35.8191,-34.2632,,-34.1508,-35.6759,-34.2113,-36.42,,-34.89,-37.41,-35.12,-32.8782
1889,-37.44957,-36.45538571,-31.7534,-36.7701,-37.7525,-35.3881,-33.2809,-31.9638,-33.8602,,-37.86036364,-33.9312,-34.0197,,-35.0992,-35.4197,-33.7151,-35.88,,-33.87,-36,-35.99,-33.8298
1888,-37.53968182,-36.98238571,-33.0428,-38.0177,-37.4423,-35.6592,-35.9789,-33.2721,-32.3217,,-37.29994545,-35.3207,-33.591,,-36.3383,-35.8901,-34.5305,-37.17,,-35.12,-32.66,-34.01,-33.9428
1887,-37.62157273,-36.18879048,-34.7671,-37.5175,-37.1365,-35.0937,-35.7755,-35.1708,-33.9849,,-37.47893636,-37.8563,-34.5552,,-35.5811,-36.4098,-34.8271,-35.11,,-34.71,-34.48,-34.89,-35.1069
1886,-37.79674,-34.45426667,-34.8887,-37.368,-37.3687,-35.201,-34.3225,,-36.3236,,-37.23675455,-37.3002,-34.7288,,-35.078,-36.2587,-36.7674,-34.62,,-36.09,-35.99,-35.97,-34.2951
1885,-36.70675385,-34.88054286,-33.665,-37.6927,-37.6098,-35.4452,-34.1676,,-35.7232,,-36.83011,-35.3276,-35.0812,,-34.3086,-37.0743,-35.1608,-36.52,,-36.7,-36.43,-36.17,-34.7335
1884,-35.90958333,-36.66537143,-32.9665,-38.2428,-37.3564,-34.5467,-34.5568,,-36.0729,,-36.12155455,-35.1684,-35.7492,,-35.995,-36.2025,-35.4413,-37.85,,-35.72,-35.51,-36.77,-34.7787
1883,-35.98772727,-36.46317143,-34.1852,-37.3363,-36.6133,-34.3671,-34.4691,,-35.4708,,-36.33542727,-35.1331,-33.3685,,-34.3029,-37.0207,-36.5391,-36.52,,-34.63,-36.18,-37.81,-32.5825
1882,-36.28416667,-35.97458571,-35.0619,-36.6815,-35.5609,-34.085,-34.3034,,-35.6901,,-34.92939091,-35.4877,-34.0404,,-33.4246,-37.0243,-36.3126,-36.29,,-35.13,-34.93,-37.99,-31.9701
1881,-37.62022727,-35.7369,-35.224,-35.5853,-35.3355,-34.491,-33.881,,-36.3299,,-33.83967273,,-32.8468,,-32.8036,-34.923,-35.0117,-34.39,,-34.43,-36.96,-37.62,-32.4277
1880,-37.76607143,-35.94806667,-34.8697,-33.7376,-36.7937,-35.4183,-32.2557,,-35.1412,,-34.73007273,,-31.5569,,-31.2595,-33.954,-35.5112,-34.81,,-34.6,-34.58,-36.66,-32.0574
1879,-37.6,-33.88673571,-32.93,-34.0834,-36.8416,-37.5854,-32.8938,,-32.7761,,-36.52272,,-31.9685,,-32.7551,-32.7873,-36.9578,-33.81,,-34.22,-34.64,-37.85,-32.7242
1878,-35.76928571,-34.08157143,-32.5294,-34.629,-34.9843,-36.4619,-33.8312,,-33.3891,,-37.12565455,,-31.8947,,-32.8993,-32.7218,-34.3086,-33.44,,-34.23,-35.5,-36.27,-31.9078
1877,-34.85541667,-36.53911429,-34.5907,-32.6265,-33.8739,-33.9259,-33.6212,,-33.156,,-36.9312,,-32.8269,,-32.1288,-33.7293,-34.15,-34.18,,-34.69,-33.66,-35.29,-32.2869
1876,-35.22038462,-37.75001667,-36.9603,-33.1544,-33.9669,-32.9961,-32.9443,,-34.4242,,-35.79332,,-31.967,,-32.0985,-34.4007,-33.9527,-35.16,,-33.98,-35.08,-34.33,-33.7499
1875,-36.81166667,-34.78897143,-36.6346,-34.1484,-33.7723,-33.2207,-33.3977,,-32.6177,,-35.20418182,,-33.0574,,-32.9038,-35.1171,-34.4588,-35.34,,-33.94,-32.64,-32.22,-34.5434
1874,-37.5525,-35.54247143,-34.7605,-35.194,-33.871,-33.0038,-32.8184,,-32.6228,,-34.85412727,,-33.7116,,-34.5359,-35.195,-35.4535,-34.73,,-34.56,-33.68,-33,-33.5549
1873,-35.73416667,-37.36652857,-34.6675,-35.4951,-34.1521,-35.831,-31.8965,,-34.618,,-34.70191,,-34.4674,,-36.2471,-35.3997,-35.0902,-35.21,,-35.4,-36.28,-35.66,-35.239
1872,-36.37923077,-36.95437143,-36.5426,-34.4989,-35.1576,-38.0272,-31.4363,,-35.9183,,-35.13916364,,-34.2155,,-35.4037,-35.4225,-35.0728,-32.96,,-33.49,-37.02,-36.58,-32.448
1871,-37.53192308,-37.37592857,-38.3286,-35.4546,-36.1159,-38.1543,-30.9474,,-35.8613,,-34.92278182,,-32.6165,,-34.5061,-35.394,-33.1955,-33.42,,-32.17,-33.74,-37.29,-31.2875
1870,-37.03642857,-36.67563333,-35.8027,-37.9092,-36.7138,-37.5202,-33.1811,,-34.6408,,-36.67419,,-30.174,,-32.9675,-34.773,-33.9786,-33.55,,-33.27,-33.69,-36.49,-33.052
1869,-36.13615385,-36.01781429,-32.4668,-39.4435,-35.9139,-37.0164,-35.3076,,-33.9865,,-36.26600909,,-32.1883,,-34.4933,-36.2132,-34.1103,-35.16,,-35.87,-35.68,-35.5,-35.3192
1868,-37.77807692,-36.20131429,-32.9586,-38.3933,-33.7304,-38.4767,-36.8883,,-33.6982,,-36.35294,,-34.5871,,-35.3457,-37.945,-35.1107,-36.51,,-35.58,-35.64,-35.72,-34.8723
1867,-39.05576923,-36.54777143,-36.6026,-37.1052,-34.5173,-38.5331,-38.22,,-32.8777,,-36.21818182,,-35.3132,,-36.4025,-37.3323,-37.8478,-36.19,,-35.84,-36.62,-39.09,-33.5271
1866,-38.37076923,-36.18252857,-37.8774,-36.6869,-35.8183,-36.7899,-36.5461,,-33.8015,,-36.09949,,-34.9639,,-35.4691,-36.0097,-36.8359,-36.39,,-35.61,-35.28,-39.08,-33.7364
1865,-36.97884615,-36.21128333,-36.8146,-36.9993,-36.0087,-36.8764,-33.5841,,-34.899,,-36.566,,-34.6748,,-33.863,-36.6993,-36.598,-35.66,,-37.12,-37.05,-36.49,-33.9309
1864,-36.00307692,-35.8669,-36.5185,,-37.1791,-36.7832,-32.2877,,-35.6589,,-35.75264,,-33.6845,,-34.5713,-36.6113,-35.9402,-36.6,,-34.34,-36.48,-36.43,-33.485
1863,-35.82128205,-35.29901429,-37.0791,,-36.1611,-36.717,-33.8858,,-34.7642,,-36.10564,,-34.5598,,-34.024,-36.0512,-36.5527,-36.17,,-34.93,-36.26,-37.04,-33.9408
1862,-35.78038462,-36.51624167,-38.4178,,-34.9774,-35.7502,-36.0912,,-34.7952,,-37.40201818,,-34.9499,,-34.4918,-36.0013,-38.5262,-35.93,,-35.8,-36.86,-36.67,-34.1544
1861,-36.23923077,-37.68297857,-38.6822,,-34.0445,-35.7923,-35.6378,,-37.1357,,-36.03172,,-35.7891,,-36.4617,-34.8313,-36.7432,-36.03,,-34.83,-35.61,-36.45,-34.3032
1860,-35.23769231,-37.904,-37.3754,,-34.3291,-34.1884,-34.2706,,-37.4566,,-34.60728,,-33.5246,,-34.8627,-35.2373,-35.6784,-35.2,,-35.38,-35.88,-36.61,-34.5399
1859,-35.56107143,-37.45281667,-37.008,,-35.0185,-34.85,-33.0016,,-35.6563,,-34.96736364,,-33.6365,,-35.1902,-35.6558,-35.1686,-34.7,,-35.83,-36.28,-37.61,-34.1362
1858,-35.8775,-35.75862857,-37.4204,,-35.1387,-35.4303,-32.3061,,-33.3385,,-35.65296,,-34.1072,,-35.403,-34.921,-35.4263,-35.03,,-37.05,-34.97,-37.89,-34.5444
1857,-36.57958333,-35.67298,-37.2267,,-35.2683,-35.3305,-33.4332,,-34.2391,,-36.58785,,-32.7011,,-34.3834,-35.4608,-36.3146,-35.69,,-36.88,-35.33,-37.03,-33.6046
1856,-37.25115385,-37.291875,-35.9532,,-36.0125,-36.2234,-34.0599,,-32.62,,-37.87247273,,-33.0617,,-34.1708,-34.5492,-34.2918,-34.43,,-36.44,-35.53,-36.88,-34.0238
1855,-37.26416667,-38.52741429,-35.3816,,-35.3173,-36.7934,-34.1959,,-33.6954,,-37.62091,,-32.5381,,-33.2358,-35.2069,-34.928,-35.47,,-34.33,-35.23,-36.87,-35.541
1854,-38.86961538,-37.40121429,-35.5573,,-33.5106,-35.9357,-35.6034,,-34.6675,,-37.46356,,-33.8005,,-35.183,-36.602,-34.8976,-35.89,,-34.37,-34.12,-36.72,-35.6706
1853,-38.97461538,-36.69856667,-35.3633,,-32.2816,-35.3079,-34.7921,,-34.3182,,-37.0448,,-34.518,,-35.4087,-36.0003,-35.3687,-34.35,,-35.15,-34.15,-37.33,-32.5781
1852,-37.44923077,-37.02247143,-35.5206,,-33.6092,-34.6911,-33.8533,,-35.1273,,-36.64918182,,-36.2469,,-34.7369,-35.421,-36.3944,-33.27,,-34.33,-33.97,-37.95,-32.5027
1851,-37.07916667,-36.3805,-35.9019,,-34.7698,-33.9828,-34.0493,,-35.98,,-35.40575,,-33.1161,,-33.1176,-34.5997,-33.7908,-34.33,,-32.9,-34.62,-36.97,-33.9315
1850,-36.98461538,-37.85523333,-35.1406,,-35.9058,-34.164,-34.0619,,-35.6964,,-35.09889,,-31.8382,,-33.071,-33.83,-34.2787,-35.6,,-34.11,-35.13,-36.28,-34.1187
1849,-37.47185,-38.44384286,-34.4656,,-36.7358,-35.224,-34.8254,,-35.8269,,-35.27586,,-31.7322,,-32.3137,-35.4657,-35.9094,-34.78,,-36.12,-35.74,-36.09,-34.1555
1848,-37.69530167,-37.40998571,-36.632,,-35.7805,-34.5955,-36.8876,,-36.4786,,-35.15864,,-33.9792,,-33.7664,-35.2322,-35.732,-34.72,,-35.48,-36.91,-36.25,-35.162
1847,-38.1776,-36.52195,-37.0615,,-34.2422,-34.0211,-36.9331,,-35.228,,-34.50609,,-34.6732,,-34.587,-35.4952,-34.9133,-34.34,,-34.08,-35.99,-37.54,-34.5303
1846,-36.83238,-36.68087143,-35.9923,,-33.6278,-34.4776,-34.5521,,-37.0228,,-33.48366,,-33.3343,,-35.2172,-35.784,-36.5461,-35.55,,-33.74,-33.36,-37.87,-34.1386
1845,-37.442675,-36.93796667,-35.6204,,-34.0258,-34.8462,-33.197,,-36.3043,,-34.67336,,-32.3159,,-38.2342,-34.569,-35.2879,-35.44,,-35.07,-35.7,-36.62,-34.2678
1844,-37.09950833,-37.12441429,-35.1932,,-33.645,-35.0082,-33.9877,,-35.7178,,-35.37368182,,-34.1251,,-35.3638,-34.402,-35.7163,-36.05,,-35.23,-34.56,-36.17,-34.1189
1843,-35.45166667,-37.24808333,-34.8316,,-33.5331,-34.3667,-35.1071,,-34.7417,,-36.02147,,-35.0794,,-35.1475,-35.3465,-36.2313,-35.4,,-36.99,-33.73,-36.61,-33.6191
1842,-35.43333333,-37.762,-35.2249,,-33.3473,-34.9122,-35.6931,,-35.666,,-36.07475,,-34.5886,,-35.8262,-35.7397,-36.1354,-35.2,,-36.34,-35.73,-37.01,-35.6952
1841,-37.01090909,-36.74823333,-36.3808,,-33.0467,-36.5272,-35.0689,,-35.3645,,-35.98263,,-33.6886,,-34.5689,-35.2837,-35.6839,-35.61,,-35.81,-35.27,-37.64,-35.9523
1840,-39.86666667,-35.95871429,-37.4198,,-34.7918,-38.097,-33.8496,,-33.276,,-35.9894,,-34.0792,,-32.6307,-35.4264,-35.5058,-34.76,,-35.2,-32.95,-38.31,-35.0837
1839,-40.64,-36.09116667,-37.5568,,-36.8744,-37.552,-34.006,,-33.5671,,-35.81571,,-34.9156,,-33.4567,-34.8999,-34.9863,-35.54,,-34.66,-32.61,-38.07,-34.0997
1838,-39.69909091,-36.86526429,-37.9374,,-37.7992,-36.9415,-35.0545,,-34.8674,,-36.32923,,-33.161,,-32.3661,-34.2989,-35.3945,-34.72,,-34.55,-35.05,-37.13,-33.2222
1837,-37.89545455,-37.62065,-38.0504,,-37.3843,-36.9965,-33.6869,,-33.103,,-35.45728,,-31.6484,,-35.0157,-34.8071,-34.7233,-36.1,,-33.71,-32.6,-38.43,-33.7828
1836,-37.06333333,-39.13265714,-37.9473,,-37.055,-35.8475,-33.5184,,-32.7021,,-37.63973,,-31.4545,,-34.7953,-35.8675,-34.8348,-40.12,,-36.09,-35.09,-38.04,-35.476
1835,-37.1175,-40.05546667,-37.606,,-37.2043,-34.3295,-35.1833,,-34.1032,,-39.23474,,-33.0887,,-33.0574,-38.0408,-37.7329,-39.29,,-37.95,-36.08,-39.58,-37.0073
1834,-36.83458333,-38.58295,-35.5882,,-37.6313,-34.4355,-35.895,,-34.0506,,-39.24556667,,-36.5628,,-34.8708,-39.2167,-38.1284,-36.83,,-37.87,-36.62,-39.42,-36.0718
1833,-37.50747143,-37.85017917,-33.8395,,-36.8813,-36.7086,-35.1027,,-35.249,,-38.98131,,-36.1501,,-36.0322,-37.9463,-36.2037,-35.59,,-35.18,-36.73,-38.79,-35.3868
1832,-37.34803571,-37.83486429,-35.2258,,-34.6561,-37.0836,-34.4613,,-36.5298,,-38.61293,,-35.7686,,-34.6524,-35.7767,-34.9897,-36.53,,-36.84,-35.52,-38.14,-35.3649
1831,-35.73391429,-37.62208333,-37.2637,,-33.0188,-35.8611,-35.1118,,-36.015,,-37.22881,,-35.8907,,-35.4689,-35.1941,-36.2206,-33.56,,-34.28,-36.87,-37.81,-32.9256
1830,-35.45323,-37.79006667,-37.7447,,-33.7427,-34.962,-34.6731,,-35.6919,,-36.35651,,-33.818,,-36.1656,-35.5376,-34.216,-33.97,,-34.26,-34.44,-37.37,-33.2717
1829,-37.59675625,-39.70008571,-37.7741,,-35.1471,-34.9866,-34.0324,,-37.0519,,-37.61557,,-32.9469,,-33.5766,-35.7961,-33.5995,-34.63,,-34.72,-36.16,-36.3,-33.044
1828,-38.94502143,-39.11536667,-37.693,,-34.9829,-35.7679,-34.6913,,-35.5701,,-37.73211,,-33.1792,,-31.9264,-35.0432,-35.2837,-34.48,,-35.76,-33.99,-37.32,-32.5863
1827,-37.59108214,-36.26724286,-37.63,,-32.9819,-35.3332,-35.2485,,-33.3114,,-36.47622222,,-33.2327,,-30.9827,-34.8194,-35.522,-35.73,,-35.26,-33.36,-37.94,-32.9154
1826,-35.92305,-35.98489167,-37.5894,,-31.7712,-35.2276,-32.8527,,-33.9165,,-35.18503,,-32.0636,,-33.4943,-33.9392,-35.7329,-36.28,,-34.6,-33.69,-36.65,-34.4056
1825,-37.33682,-36.85903333,-36.8748,,-33.9498,-36.2181,-30.9816,,-35.8027,,-34.92022,,-34.5378,,-32.6842,-34.5252,-36.2575,-35.15,,-35.2,-36.51,-36.22,-34.323
1824,-38.06134286,-37.61725,-36.3494,,-36.712,-36.17,-31.7553,,-34.6368,,-35.02409,,-33.8855,,-33.9141,-36.0198,-35.8067,-36.24,,-34.7,-34.96,-37.57,-33.193
1823,-37.91829,-38.34073333,-37.9675,,-37.698,-35.6611,-33.4997,,-32.7554,,-34.3882,,-33.8339,,-34.565,-35.8967,-35.7055,-36.53,,-34.45,-36.61,-38.51,-32.357
1822,-37.11171071,-38.63539167,-38.7946,,-36.822,-33.1713,-34.4655,,-34.2852,,-34.02436667,,-33.2535,,-35.2865,-36.8227,-35.3668,-35.41,,-35.59,-35.95,-36.53,-33.6525
1821,-36.88097857,-36.97462571,-38.4579,,-36.4365,-31.6743,-35.5879,,-35.5985,,-36.16071,,-35.3277,,-35.0245,-36.8477,-35.4665,-35.74,,-34.78,-34.75,-34.33,-35.037
1820,-36.74473571,-37.08088,-38.5608,,-37.8839,-34.4022,-36.1347,,-34.1304,,-38.72951,,-35.615,,-34.8501,-36.8814,-35.7581,-35.02,,-34.89,-35.26,-34.37,-34.423
1819,-37.97056667,-37.96626833,-37.5062,,-37.5996,-36.0587,-36.1171,,-34.014,,-38.54987,,-34.2892,,-34.772,-36.8356,-35.9338,-35.45,,-34.26,-33.5,-38.56,-33.8749
1818,-38.40714,-38.4391125,-36.4405,,-35.5436,-35.5828,-36.8001,,-34.5675,,-37.395,,-35.857,,-35.4637,-37.069,-36.2842,-35.74,,-35.24,-34.73,-39.19,-35.2076
1817,-38.2249,-38.32686667,-36.6676,,-35.1072,-34.8071,-35.923,,-34.9521,,-36.66269,,-34.8214,,-35.8665,-36.8197,-36.0802,-36.95,,-35.91,-36.33,-38.43,-36.1429
1816,-38.07895,-37.92432643,-37.7146,,-36.6986,-34.7047,-35.5735,,-35.4013,,-36.29076,,-33.9049,,-36.1056,-37.4125,-36.6572,-36.73,,-35.79,-36.85,-37.42,-35.0123
1815,-38.1598,-36.85567259,-38.4869,,-37.6102,-34.9271,-37.0636,,-35.506,,-37.45181111,,-36.0838,,-36.0621,-38.0963,-36.3975,-35.34,,-34.63,-36.61,-39.08,-35.8541
1814,-38.1598,-36.44924429,-38.9881,,-37.1327,-34.4813,-38.2916,,-35.8853,,-37.60724,,-36.1598,,-35.7753,-36.9779,-35.0738,-35.08,,-33.87,-35.72,-39.07,-34.0321
1813,-37.8119,-37.14665833,-39.0716,,-37.203,-35.8058,-36.8795,,-38.2195,,-36.95695,,-34.7994,,-35.4283,-36.0106,-35.8322,-36.16,,-35.75,-35.33,-38.19,-33.5339
1812,-37.464,-37.35774286,-37.4974,,-37.1809,-36.1595,-34.8058,,-36.5001,,-36.49754,,-33.3452,,-33.9259,-35.4701,-37.7258,-33.63,,-33.97,-35.9,-37.65,-33.4463
1811,-37.464,-35.87096667,-36.0727,,-36.5042,-34.5796,-34.6197,,-35.4824,,-35.31891,,-33.2873,,-34.8709,-36.0539,-34.2684,-34.9,,-35.88,-35.35,-37.62,-35.0811
1810,-36.99185,-36.03746667,-36.2991,,-35.7592,-33.7742,-35.4285,,-35.2691,,-35.6301,,-33.9179,,-36.1857,-37.849,-34.9625,-35.09,,-35.55,-35.6,-37.62,-33.5317
1809,-36.5197,-37.39792857,-37.7353,,-35.2449,-34.0677,-35.8368,,-34.8182,,-36.15016,,-35.1235,,-35.9723,-37.2647,-34.4133,-36.47,,-35.11,-35.62,-38.21,-35.471
1808,-36.8129,-37.11850833,-37.803,,-34.5773,-35.3193,-37.3699,,-35.974,,-35.60487,,-34.3372,,-35.0304,-37.2658,-34.1298,-35.92,,-34.87,-35.09,-37.72,-33.1435
1807,-37.1061,-37.34862857,-37.6746,,-34.3559,-37.1818,-37.5624,,-34.4758,,-34.73097,,-33.7515,,-34.1189,-37.354,-34.1327,-35.48,,-36.02,-34.68,-36.47,-32.6476
1806,-37.1061,-37.95041667,-38.3309,,-34.2703,-36.7945,-35.785,,-33.6449,,-33.10105,,-33.4377,,-33.2346,-36.6724,-35.8609,-35.86,,-35.81,-34.91,-36.18,-31.6459
1805,-36.957,-36.00544286,-38.7069,,-34.0676,-33.7221,-34.043,,-34.2842,,-32.62005,,-31.6894,,-32.7582,-34.9016,-34.787,-33.37,,-33.26,-35.1,-37.45,-32.6644
1804,-36.8079,-35.82627143,-39.1979,,-34.5349,-35.3799,-33.6132,,-34.6224,,-33.93797,,-32.6376,,-32.4067,-33.5153,-34.3312,-32.47,,-33.68,-33.75,-36.58,-32.9015
1803,-37.36955,-35.95471667,-38.0342,,-34.5925,-35.4601,-33.7678,,-33.3338,,-34.75356,,-33.0446,,-33.691,-33.6845,-35.1995,-33.62,,-33.9,-33.32,-35.51,-33.4503
1802,-37.40405,-36.29285714,-37.2255,,-34.5583,-37.3545,-34.3318,,-33.0222,,-35.52984,,-34.4807,,-33.4857,-34.3589,-35.2937,-34.77,,-36.62,-37.37,-36.11,-34.7777
1801,-36.7247625,-38.2259375,-37.2044,,-35.5772,-37.9458,-34.725,,-33.6384,,-36.32764,,-34.9324,,-33.9756,-35.8767,-36.0707,-35.59,,-36.39,-38.57,-36.68,-35.8437
1800,-36.88321333,-37.93437143,-36.7605,,-36.2177,-37.1195,-34.3883,,-35.129,,-37.73542,,-35.9606,,-36.6983,-36.2125,-37.2606,-35.74,,-33.91,-34.83,-37.05,-35.294
1799,-37.28044091,-36.8519625,-36.9269,,-35.3112,-37.2597,-33.7756,,-36.4616,,-36.20969,,-34.9035,,-36.7366,-36.7341,-37.1554,-36.34,,-35,-33.01,-37.04,-34.1403
1798,-36.9605,-37.511025,-36.7661,,-34.3192,-36.1185,-34.1586,,-35.002,,-35.61454,,-34.8595,,-35.9789,-36.4337,-36.1293,-36.03,,-35.88,-34.78,-38.38,-35.2672
1797,-36.8458,-38.21135714,-36.4799,,-35.0462,-34.9903,-35.0245,,-36.6804,,-36.36146,,-33.815,,-34.5417,-36.3625,-37.6002,-36.04,,-37.42,-35.69,-38.48,-32.6632
1796,-36.424875,-37.0636625,-36.5243,,-36.6728,-34.5611,-35.3972,,-36.8026,,-37.24542,,-32.9669,,-34.7901,-36.5365,-36.7422,-35.98,,-36.72,-36.22,-38.22,-34.3519
1795,-36.30057,-36.50075714,-35.9801,,-37.0786,-33.8571,-35.4212,,-35.6547,,-37.59536667,,-34.3501,,-36.0403,-35.9539,-35.4783,-35.3,,-33.08,-36.07,-37.18,-35.1388
1794,-36.36706667,-36.9967625,-35.6176,,-35.968,-33.2446,-34.9583,,-35.1894,,-36.0145,,-32.616,,-35.4449,-35.6078,-35.6314,-33.8,,-34.86,-35.24,-36.47,-32.9689
1793,-37.49699333,-37.53040714,-35.4846,,-34.6516,-32.632,-34.7953,,-33.8571,,-35.59002,,-32.1517,,-33.9379,-33.9929,-35.7584,-34.6,,-35.59,-34.02,-37.28,-32.4503
1792,-37.61186429,-38.4797125,-35.0022,,-33.2778,-32.0195,-34.5682,,-34.7325,,-36.65308,,-34.9878,,-35.9457,-33.6292,-35.2401,-36.1,,-33.2,-36.28,-36.73,-33.9275
1791,-36.9405,-37.66202857,-34.1531,,-33.7123,-31.4069,-33.3883,,-34.9703,,-36.41954,,-34.4445,,-35.6195,-34.8629,-34.308,-34.25,,-34.88,-33.4,-35.76,-34.5126
1790,-37.45012667,-37.806275,-33.9649,,-35.0971,-35.3274,-33.0633,,-34.1827,,-35.62326,,-34.8451,,-35.807,-36.2302,-35.561,-36.46,,-34.73,-33.01,-36.83,-34.0492
1789,-38.28242857,-38.4807,-34.4242,,-35.9055,-35.7677,-34.1095,,-32.1363,,-34.4732,,-33.5149,,-33.7119,-35.6882,-35.8233,-35.67,,-33.82,-33.47,-37.42,-31.8108
1788,-37.55790714,-38.06042857,-34.9675,,-36.0822,-35.9891,-33.3004,,-33.2402,,-34.44188,,-33.264,,-33.4464,-34.4391,-34.8983,-35.68,,-35.27,-35.01,-36.58,-32.2178
1787,-37.84403214,-38.09011429,-35.7058,,-35.9275,-36.2364,-32.9578,,-33.7823,,-34.3052,,-33.4435,,-34.7168,-34.1518,-34.263,-36.07,,-33.26,-34.18,-35.68,-33.3222
1786,-36.98415,-37.1524375,-35.4913,,-35.2075,-36.2796,-33.8061,,-32.6924,,-35.2502,,-33.6619,,-34.7791,-34.0136,-35.0044,-35.8,,-32.84,-34.26,-35.34,-33.6834
1785,-35.31756429,-37.33662857,-35.0999,,-35.3123,-35.784,-34.7407,,-30.9846,,-36.04621,,-33.7295,,-33.6434,-34.4318,-35.4254,-34.74,,-35.97,-33.97,-35.9,-32.5087
1784,-35.91991429,-37.43667143,-35.1882,,-36.4963,-35.6663,-34.2776,,-31.3904,,-35.43925,,-35.8131,,-33.3991,-36.0799,-34.3332,-35.78,,-36.83,-34.62,-36.49,-33.9823
1783,-36.69951429,-38.0125875,-34.6537,,-36.6537,-35.94,-34.5882,,-34.0026,,-35.3874,,-35.6051,,-35.109,-35.7433,-35.3672,-35.95,,-35.89,-36.4,-35.94,-34.2646
1782,-37.21035333,-37.72395714,-34.8579,,-36.3235,-34.3456,-34.0845,,-35.3288,,-35.52477778,,-32.2877,,-35.0615,-36.1869,-36.4218,-34.85,,-33.32,-36.8,-36.76,-33.4622
1781,-37.4703,-36.9749375,-36.1387,,-35.7113,-33.315,-32.4052,,-35.8965,,-35.10878,,-31.9183,,-34.0431,-36.334,-34.5806,-36.21,,-35.09,-33.02,-37.33,-32.6134
1780,-38.66214286,-36.56984286,-36.431,,-34.9869,-33.7524,-33.0251,,-36.5162,,-34.7515,,-33.073,,-35.5717,-37.3798,-36.2311,-36.77,,-36.87,-34.8,-36.7,-33.4655
1779,-37.315,-36.84424286,-36.7243,,-33.9993,-34.4166,-33.9923,,-36.0722,,-36.39338889,,-34.0197,,-37.2182,-38.8764,-35.93,-36.58,,-35.44,-36.22,-35.57,-34.6175
1778,-36.61357143,-38.18284286,-36.8884,,-34.0844,-35.5581,-34.0329,,-32.9823,,-37.40133333,,-33.0414,,-35.7614,-37.7237,-34.8597,-37.58,,-35.35,-37.41,-36.2,-34.6469
1777,-36.96642857,-37.95635,-36.2698,,-35.4659,-37.2196,-34.6748,,-31.3896,,-36.03487778,,-33.7469,,-34.8988,-35.1451,-34.3025,-36.48,,-35.37,-37.16,-37.59,-33.8065
1776,-37.738,-35.96645714,-35.1915,,-37.8421,-37.5949,-35.1299,,-32.7046,,-35.04568889,,-34.5322,,-34.5892,-34.9708,-34.8795,-35.71,,-34.4,-35.08,-38.08,-33.168
1775,-36.72538462,-35.06031429,-33.8342,,-38.2724,-34.5498,-34.8216,,-34.6468,,-34.18807778,,-34.5002,,-34.6726,-34.2789,-34.6588,-33.06,,-33.85,-34.07,-36.69,-33.5718
1774,-36.40538462,-35.06885714,-33.1008,,-36.7106,-32.9715,-34.4675,,-34.9072,,-34.73245556,,-34.9153,,-34.5542,-33.8588,-35.5331,-33.89,,-34.25,-34.67,-36,-33.5974
1773,-36.71538462,-34.5713,-33.6672,,-35.306,-32.7496,-33.8883,,-35.094,,-36.11386667,,-32.3751,,-34.5074,-33.5044,-34.9519,-34.82,,-34.04,-35.47,-36.51,-33.8709
1772,-36.72230769,-34.524325,-34.8549,,-34.6822,-33.4464,-32.9583,,-34.0989,,-35.89861111,,-33.0682,,-33.0229,-33.1122,-33.6932,-35.21,,-33.81,-34.63,-35.48,-31.7859
1771,-36.87214286,-36.28301429,-36.2325,,-34.5621,-33.9948,-32.5994,,-33.6264,,-35.04825556,,-34.8585,,-34.3481,-34.3689,-35.1626,-36.57,,-34.54,-35.57,-34.04,-33.4065
1770,-36.55071429,-36.84354286,-36.8477,,-35.4374,-33.9568,-32.7496,,-32.7018,,-35.08234444,,-34.3925,,-33.7524,-34.3627,-34.6743,-34.01,,-36.34,-34.66,-34.28,-34.1662
1769,-36.96923077,-36.16548571,-36.9214,,-36.2544,-35.1576,-33.1397,,-32.9128,,-36.20255556,,-33.605,,-32.5631,-34.5714,-34.4035,-33.16,,-35.04,-36.93,-35.41,-33.7555
1768,-37.47076923,-36.34135714,-36.9026,,-37.0844,-35.9676,-34.0718,,-34.4112,,-36.00305556,,-32.5689,,-32.8584,-34.8479,-34.4318,-35.15,,-36.02,-35.42,-36.36,-31.7756
1767,-37.49384615,-36.92297143,-37.1735,,-37.7651,-35.618,-35.2367,,-34.2407,,-35.81082222,,-33.9903,,-34.0144,-37.0534,-35.4432,-35.95,,-35.73,-35.33,-35.69,-34.2603
1766,-36.74857143,-37.450775,-36.438,,-38.2593,-34.8049,-35.9175,,-33.6522,,-36.36171111,,-34.4842,,-35.2217,-36.8813,-35.4047,-35.8,,-34.78,-36.02,-34.83,-35.7077
1765,-34.86857143,-37.92218571,-35.3287,,-38.6774,-34.9109,-36.3005,,-33.355,,-35.57615556,,-35.1849,,-35.9163,-36.12,-36.1568,-35.85,,-35.5,-34.02,-35.22,-36.3475
1764,-34.83333333,-37.28061429,-35.782,,-38.227,-35.7029,-36.3641,,-34.5326,,-36.1224875,,-34.4425,,-34.8399,-35.1555,-36.061,-33.84,,-35.31,-36.3,-36.06,-34.4708
